ID,Product ID,Price,Discount,Stock,Is Active,Is Stock,Weight,Unit,All Types,Is Deal
854,191,165,0,0,FALSE,TRUE,,,,FALSE
2610,373,900,0,0,FALSE,TRUE,,,,FALSE
46,17,393,0,0,TRUE,TRUE,,,,FALSE
1841,781,1140,0,0,TRUE,TRUE,,,,FALSE
1127,164,250,0,0,TRUE,TRUE,,,,FALSE
3349,132,1005,0,0,FALSE,TRUE,,,,FALSE
64,23,1140,0,0,TRUE,TRUE,,,,FALSE
354,80,105,0,0,FALSE,TRUE,,,,FALSE
1719,130,210,0,0,FALSE,TRUE,,,,FALSE
3051,320,159,0,0,FALSE,TRUE,,,,FALSE
2846,781,2160,0,0,TRUE,TRUE,,,,FALSE
1793,797,108,0,0,FALSE,FALSE,,,,FALSE
1720,130,218,0,0,FALSE,TRUE,,,,FALSE
882,203,150,0,0,TRUE,FALSE,,,,FALSE
883,203,150,0,0,TRUE,FALSE,,,,FALSE
1867,241,165,0,0,FALSE,TRUE,,,,FALSE
482,872,390,0,0,TRUE,TRUE,,,,FALSE
980,256,495,0,0,TRUE,FALSE,,,,FALSE
1147,280,240,0,0,FALSE,TRUE,,,,FALSE
1538,169,150,0,0,TRUE,FALSE,,,,FALSE
1207,2,488,0,0,FALSE,TRUE,,,,FALSE
3183,444,129,0,0,FALSE,FALSE,,,,FALSE
1330,266,206,0,0,FALSE,TRUE,,,,FALSE
65,23,1140,0,0,TRUE,TRUE,,,,FALSE
2812,287,954,0,0,FALSE,FALSE,,,,FALSE
1047,267,486,0,0,FALSE,TRUE,,,,FALSE
344,51,98,0,0,FALSE,TRUE,,,,FALSE
1375,866,459,0,1,FALSE,TRUE,,,,FALSE
3033,800,162,0,180,TRUE,FALSE,,,,FALSE
1499,24,675,0,0,FALSE,TRUE,,,,FALSE
1153,288,15,0,0,FALSE,TRUE,,,,FALSE
67,24,333,0,0,TRUE,TRUE,,,,FALSE
1353,178,293,0,0,FALSE,TRUE,,,,FALSE
1203,288,96,0,0,FALSE,TRUE,,,,FALSE
2220,288,420,0,0,FALSE,TRUE,,,,FALSE
923,243,2963,0,0,FALSE,TRUE,,,,FALSE
2989,408,96,0,0,FALSE,TRUE,,,,FALSE
3530,370,8085,0,3,FALSE,TRUE,,,,FALSE
100,48,77,0,0,FALSE,TRUE,,,,FALSE
2618,370,4725,0,0,FALSE,TRUE,,,,FALSE
1660,287,1428,0,0,FALSE,TRUE,,,,FALSE
