order_id,cancellation_reason_id,cancellation_reason
182679,59,"Shop Closed And Customer Not Responding"
182678,63," due to old retail Other"
182675,53,"Late Delivery"
182673,61,"Customer Claims That He Hasn't Placed The Order"
182658,59,"Shop Closed And Customer Not Responding"
182657,53,"Late Delivery"
182650,59,"Shop Closed And Customer Not Responding"
182608,55,"SKU's NA"
182605,53,"Late Delivery"
182599,53,"Late Delivery"
182581,30,"Retailer's Location is Incorrect"
182561,57," order cancel no going area chota androon side Other"
182559,58,"Customer Does Not Have Cash"
182549,55,"SKU's NA"
182525,30,"Retailer's Location is Incorrect"
182520,53,"Late Delivery"
182515,53,"Late Delivery"
182513,54,"Vehicle broke down"
182494,53,"Late Delivery"
182488,59,"Shop Closed And Customer Not Responding"
182466,55,"SKU's NA"
182454,30,"Retailer's Location is Incorrect"
182452,58,"Customer Does Not Have Cash"
182451,58,"Customer Does Not Have Cash"
182450,58,"Customer Does Not Have Cash"
182449,58,"Customer Does Not Have Cash"
182393,55,"SKU's NA"
182341,63," rate issue Other"
182340,54,"Vehicle broke down"
182311,57," tech issue Other"
182307,56,"Damaged/short expiry"
182292,30,"Retailer's Location is Incorrect"
182289,57," miss stock in ware house Other"
182275,57," Test Order Punched By Dastgyr Employ  Other"
182275,57," Test Order Punched By Dastgyr Employ  Other"
182257,59,"Shop Closed And Customer Not Responding"
182254,59,"Shop Closed And Customer Not Responding"
182252,55,"SKU's NA"
182232,55,"SKU's NA"
182192,59,"Shop Closed And Customer Not Responding"
182186,60,"Customer Has Already Purchased It From Somewhere Else"
182162,30,"Retailer's Location is Incorrect"
182161,55,"SKU's NA"
182143,55,"SKU's NA"
182143,55,"SKU's NA"
182140,59,"Shop Closed And Customer Not Responding"
182119,54,"Vehicle broke down"
182111,57," miss stock in ware house Other"
182104,53,"Late Delivery"
182104,50,"Vehicle broke down"
182080,57," Test Order Punched By Dastgyr Employ  Other"
182080,57," Test Order Punched By Dastgyr Employ  Other"
182070,54,"Vehicle broke down"
182062,29,"No Service Area"
182050,58,"Customer Does Not Have Cash"
182022,56,"Damaged/short expiry"
182009,30,"Retailer's Location is Incorrect"
181991,59,"Shop Closed And Customer Not Responding"
181976,57," order cacnel no going area Chota Androon side Other"
181970,58,"Customer Does Not Have Cash"
181923,54,"Vehicle broke down"
181922,55,"SKU's NA"
181905,59,"Shop Closed And Customer Not Responding"
181901,58,"Customer Does Not Have Cash"
181886,60,"Customer Has Already Purchased It From Somewhere Else"
181884,53,"Late Delivery"
181864,53,"Late Delivery"
181857,54,"Vehicle broke down"
181850,57," order cancel Sku Quality not good Other"
181785,58,"Customer Does Not Have Cash"
181765,58,"Customer Does Not Have Cash"
181755,30,"Retailer's Location is Incorrect"
181744,54,"Vehicle broke down"
181713,60,"Customer Has Already Purchased It From Somewhere Else"
181703,55,"SKU's NA"
181695,54,"Vehicle broke down"
181692,55,"SKU's NA"
181692,50,"Vehicle broke down"
181648,63," he wants urgent delivery Other"
181611,55,"SKU's NA"
181608,58,"Customer Does Not Have Cash"
181607,55,"SKU's NA"
181593,30,"Retailer's Location is Incorrect"
181582,55,"SKU's NA"
181574,30,"Retailer's Location is Incorrect"
181568,59,"Shop Closed And Customer Not Responding"
181566,55,"SKU's NA"
181564,58,"Customer Does Not Have Cash"
181555,59,"Shop Closed And Customer Not Responding"
181547,55,"SKU's NA"
181546,63," Customer placed by mistake Other"
181545,55,"SKU's NA"
181540,58,"Customer Does Not Have Cash"
181531,63," Customer needs to add more SKUs Other"
181520,30,"Retailer's Location is Incorrect"
181500,63," shop closed Other"
181496,59,"Shop Closed And Customer Not Responding"
181485,58,"Customer Does Not Have Cash"
181456,55,"SKU's NA"
181444,59,"Shop Closed And Customer Not Responding"
181442,59,"Shop Closed And Customer Not Responding"
181441,63," location issue Other"
181409,55,"SKU's NA"
181406,55,"SKU's NA"
181404,60,"Customer Has Already Purchased It From Somewhere Else"
181390,56,"Damaged/short expiry"
181324,63," cash issue Other"
181317,59,"Shop Closed And Customer Not Responding"
181316,59,"Shop Closed And Customer Not Responding"
181315,59,"Shop Closed And Customer Not Responding"
181307,59,"Shop Closed And Customer Not Responding"
181304,55,"SKU's NA"
181299,55,"SKU's NA"
181286,59,"Shop Closed And Customer Not Responding"
181238,59,"Shop Closed And Customer Not Responding"
181225,59,"Shop Closed And Customer Not Responding"
181119,58,"Customer Does Not Have Cash"
181119,49,"Driver got late"
181091,59,"Shop Closed And Customer Not Responding"
181084,56,"Damaged/short expiry"
181068,57," Wrong location Other"
181058,58,"Customer Does Not Have Cash"
181058,49,"Driver got late"
181049,55,"SKU's NA"
181020,56,"Damaged/short expiry"
181013,57," Wrong Location Other"
181009,57," incomplete order Other"
181004,58,"Customer Does Not Have Cash"
181002,57," Salesman Phone Power Off Other"
181001,58,"Customer Does Not Have Cash"
180999,58,"Customer Does Not Have Cash"
180996,58,"Customer Does Not Have Cash"
180982,59,"Shop Closed And Customer Not Responding"
180956,55,"SKU's NA"
180954,30,"Retailer's Location is Incorrect"
180947,59,"Shop Closed And Customer Not Responding"
180941,57," Due to Incomplete order Other"
180938,28,"Incomplete Order"
180933,57," incomplete order Other"
180929,57," wrong location Other"
180914,29,"No Service Area"
180905,59,"Shop Closed And Customer Not Responding"
180902,53,"Late Delivery"
180901,53,"Late Delivery"
180886,58,"Customer Does Not Have Cash"
180799,63," Shop Close Other"
180731,59,"Shop Closed And Customer Not Responding"
180699,63," cash issue Other"
180684,57," Road Damage  Other"
180682,29,"No Service Area"
180672,59,"Shop Closed And Customer Not Responding"
180671,63," Cash Issue Other"
180658,63," Payment issue Other"
180638,57," Test order Talha Ayaz Other"
180631,63," location issue Other"
180610,30,"Retailer's Location is Incorrect"
180602,63," Shop close Other"
180596,60,"Customer Has Already Purchased It From Somewhere Else"
180592,30,"Retailer's Location is Incorrect"
180590,63," location issue Other"
180581,55,"SKU's NA"
180569,30,"Retailer's Location is Incorrect"
180569,30,"Retailer's Location is Incorrect"
180560,29,"No Service Area"
180560,29,"No Service Area"
180541,59,"Shop Closed And Customer Not Responding"
180539,57," Wrong location Other"
180535,63," Shop close Other"
180516,63," Shop Close  Other"
180451,59,"Shop Closed And Customer Not Responding"
180449,59,"Shop Closed And Customer Not Responding"
180444,60,"Customer Has Already Purchased It From Somewhere Else"
180433,55,"SKU's NA"
180427,59,"Shop Closed And Customer Not Responding"
180422,57," Wrong location Other"
180413,61,"Customer Claims That He Hasn't Placed The Order"
180396,63," shop closed Other"
180391,59,"Shop Closed And Customer Not Responding"
180386,55,"SKU's NA"
180378,63," Cash Issue Other"
180377,57," Wrong Location Other"
180356,58,"Customer Does Not Have Cash"
180354,61,"Customer Claims That He Hasn't Placed The Order"
180354,61,"Customer Claims That He Hasn't Placed The Order"
180352,59,"Shop Closed And Customer Not Responding"
180340,63," incomplete order Other"
180337,57," order cancel location issue Other"
180328,58,"Customer Does Not Have Cash"
180324,58,"Customer Does Not Have Cash"
180322,30,"Retailer's Location is Incorrect"
180313,55,"SKU's NA"
180301,57," Wrong Location Other"
180291,63," Quality issue Other"
180289,58,"Customer Does Not Have Cash"
180264,28,"Incomplete Order"
180241,57," Wrong location Other"
180240,57," Wrong location Other"
180135,63," Damagedshort expiry Other"
180131,63," Damaged Other"
180130,63," sunday ko perchasing nhi krty han Other"
180106,60,"Customer Has Already Purchased It From Somewhere Else"
180102,63," Cash issue Other"
180069,63," Shop close Other"
180068,63," Shop close Other"
180061,55,"SKU's NA"
180028,63," fake order punch by customer Other"
180025,63," fake order punch by customer Other"
179910,63," Shop Close Other"
179906,63," Cash issue Other"
179900,63," cash issue Other"
179898,55,"SKU's NA"
179870,63," order cancel shop close Other"
179865,63," Shop Close Other"
179841,63," Shop close Other"
179821,63," Shop close Other"
179817,58,"Customer Does Not Have Cash"
179815,58,"Customer Does Not Have Cash"
179811,63," due to computerized bill Other"
179808,63," Shop Close Other"
179804,63," Shop close Other"
179779,63," Shop Close Other"
179776,63," Shop close Other"
179773,59,"Shop Closed And Customer Not Responding"
179754,63," Shop close on sunday Other"
179741,57," Order Cancel Location issue not attend call Other"
179725,57," Wrong location Other"
179719,63," order cancel payment issue Other"
179719,63," order cancel payment issue Other"
179718,63," Shop close Other"
179715,63," order cancel shop close on sunday Other"
179709,63," order cancel shop close on sunday Other"
179700,63," Shop close Other"
179693,63," Shop Close Other"
179686,63," by mistake placed this order Other"
179672,63," Wrong Sku punch by customer Other"
179662,63," cash issue Other"
179640,63," Shop Close Other"
179580,63," Shop close Other"
179573,63," Shop close Other"
179572,63," Shop close Other"
179571,63," Shop close Other"
179569,63," Shop close Other"
179568,63," Shop close Other"
179563,63," Shop close Other"
179561,63," Shop close Other"
179560,63," Shop close Other"
179548,63," Shop close Other"
179538,63," Shop Close Due to Lock Down  Other"
179537,63," Shop Close Due to Lock Down  Other"
179536,63," Shop Close Due to Lock Down  Other"
179535,63," Shop Close Due to Lock Down  Other"
179533,58,"Customer Does Not Have Cash"
179529,63," fake order punch by order booker Other"
179524,63," Shop Close Other"
179522,59,"Shop Closed And Customer Not Responding"
179521,63," Actual rate is higher than what was communicated Other"
179509,63," Wrong location Other"
179508,56,"Damaged/short expiry"
179495,55,"SKU's NA"
179489,63," Cash issue Other"
179465,63," Shop Close Other"
179457,63," Shop Close Other"
179445,63," Due to old retail print Other"
179438,63," Shop close Other"
179437,63," order cancel shop close on sunday Other"
179431,63," Shop  close Other"
179427,63," Shop  close Other"
179424,63," cash issue Other"
179419,63," cash issue Other"
179369,57," Wrong location Other"
179348,57," wrong location Other"
179345,59,"Shop Closed And Customer Not Responding"
179339,55,"SKU's NA"
179329,63," Customer does not have cash Other"
179316,59,"Shop Closed And Customer Not Responding"
179305,52," Retailers location is incorrect Other"
179305,57," Wrong location Other"
179272,56,"Damaged/short expiry"
179259,55,"SKU's NA"
179231,63," due to old retail print Other"
179212,63," payment issue Other"
179212,63," Payment issue Other"
179205,63," shop closed Other"
179183,63," Cash issue Other"
179180,63," cash issue Other"
179094,57," order cancel location issue not attend call Other"
179083,57," In Complete order Other"
179077,55,"SKU's NA"
179077,55,"SKU's NA"
179074,63," Due to Old Retail Print Other"
179063,55,"SKU's NA"
179061,59,"Shop Closed And Customer Not Responding"
179052,59,"Shop Closed And Customer Not Responding"
179050,63," Shop Close Other"
179043,63," order cancel payment issue Other"
179042,63," order cancel shop close no ans Other"
179038,59,"Shop Closed And Customer Not Responding"
179034,63," order cacnel location issue Other"
179031,63," order cancel payment issue Other"
179022,63," Shop Close Other"
179002,63," Shop Close Other"
178971,47,"Customer does not have cash"
178971,49,"Driver got late"
178970,47,"Customer does not have cash"
178970,49,"Driver got late"
178943,63," test order Other"
178905,63," Order cancel rate issue Other"
178901,63," out of area Other"
178885,55,"SKU's NA"
178883,63," Shop Close Other"
178879,63," cash issue Other"
178864,63," order cancel payment issue Other"
178849,55,"SKU's NA"
178836,55,"SKU's NA"
178834,63," order cancel payment issue Other"
178824,63," Customer does not have cash Other"
178817,55,"SKU's NA"
178799,63," Testing Order Other"
178798,63," shop closed Other"
178795,63," Cash issue Other"
178747,57," order cancel shop close Other"
178744,63," out of area Other"
178724,63," location issue Other"
178724,63," location issue Other"
178712,63," cash issue Other"
178712,47,"Customer does not have cash"
178700,63," cash issue Other"
178688,63," order cancel payment issue Other"
178679,63," order cancel shop close personal issue Other"
178677,55,"SKU's NA"
178668,63," order cancel payment issue Other"
178648,63," Shop Close Other"
178644,55,"SKU's NA"
178636,55,"SKU's NA"
178597,47,"Customer does not have cash"
178597,63," Cash issue Other"
178587,63," Shop Close Other"
178571,63," Damaged Other"
178569,63," Shop Close Other"
178568,63," Damaged Other"
178565,55,"SKU's NA"
178470,57," order cancel location issue Other"
178468,55,"SKU's NA"
178468,55,"SKU's NA"
178461,63," out of area Other"
178422,63," Customer does not have cash Other"
178406,59,"Shop Closed And Customer Not Responding"
178376,52," Retailers location is incorrect Other"
178376,57," Wrong location Other"
178372,52," wrong location Other"
178372,60,"Customer Has Already Purchased It From Somewhere Else"
178371,52," Retailers location is incorrect Other"
178371,57," Wrong location Other"
178348,63," order cancel shop closeno answer Other"
178311,56,"Damaged/short expiry"
178287,63," Actual rate is higher than what was communicated Other"
178279,63," Shop Close Other"
178251,63," Shop close Other"
178242,57," Wrong Location Other"
178201,30,"Retailer's Location is Incorrect"
178201,52," wrong location Other"
178193,63," Actual rate is higher than what was communicated Other"
178187,63," Actual rate is higher than what was communicated Other"
178176,63," Shop CLose Other"
178175,63," shop closed Other"
178173,63," Cash Issue Other"
178164,63," Shop Close Other"
178161,63," shop closed Other"
178152,63," Cash Issue Other"
178151,63," Shop Close Other"
178149,63," Cash Issue Other"
178147,55,"SKU's NA"
178145,52," Location Issue Other"
178145,52," Location Issue Other"
178145,63," cash issue Other"
178144,63," shop closed Other"
178141,60,"Customer Has Already Purchased It From Somewhere Else"
178136,57," order cancel location issue number off Other"
178134,63," shop closed Other"
178127,57," Location issue Other"
178124,55,"SKU's NA"
178105,63," Shop Close Other"
178104,58,"Customer Does Not Have Cash"
178103,63," shop closed Other"
178100,63," order cancel location issue  no ans Other"
178099,63," shop closed Other"
178067,63," order cancel payment issue Other"
178063,63," order cancel payment issue Other"
178057,63," Shop Close Other"
178004,63," shop closed Other"
177994,55,"SKU's NA"
177993,55,"SKU's NA"
177976,63," Shop Close Other"
177966,63," Shop Close Other"
177965,63," shop closed Other"
177961,63," Cash Issue Other"
177946,63," shop closed Other"
177940,63," order cancel location issue number off Other"
